Geneid	Chr	Start	End	Strand	Length	logFC	logCPM	F	PValue	FDR
4880	YMR280C	NC_001145.3	827028	831329	-	4302	1.51247466514551	8.17116680800311	116.110398515243	1.50890734004957e-07	4.47482838146976e-06
3777	YKR039W	NC_001143.9	515063	516871	+	1809	-1.56370204804808	10.5885898297628	115.933719749533	1.52139014465644e-07	4.48810092673649e-06
3815	YKR076W	NC_001143.9	582283	583395	+	1113	1.78763849397433	7.99623882979247	115.60346040619	1.54565079462917e-07	4.53579722717095e-06
2540	YGR260W	NC_001139.9	1012485	1014089	+	1605	-1.54347373220777	6.8506928543656	114.906256101348	1.59859410985398e-07	4.64773394479831e-06
5124	YNL134C	NC_001146.8	372451	373581	-	1131	1.54611046875701	9.53557532965379	114.872237814483	1.60037939580031e-07	4.64773394479831e-06
5955	YPL256C	NC_001148.4	64977	66614	-	1638	1.87607085942356	5.20286385634562	114.693576422036	1.62068769267916e-07	4.68245078219932e-06
3122	YJL213W	NC_001142.9	32163	33158	+	996	-2.09783460225549	4.28130610366763	115.108529109571	1.6301972649905e-07	4.68577213860089e-06
3409	YJR066W	NC_001142.9	559416	566828	+	7413	-1.5511564975541	8.09995729622892	114.149913990352	1.65709577748376e-07	4.73878664938594e-06
402	YBR173C	NC_001134.8	581726	582172	-	447	1.38208359906673	7.47483185902498	113.943067680776	1.67373433281156e-07	4.74461431106537e-06
4399	YLR445W	NC_001144.5;NC_001144.5	1024189;1024655	1024572;1024837	+;+	567	-3.69551718872527	2.87694339779462	90.9873564406303	1.68372673705598e-07	4.74461431106537e-06
1478	YDR500C	NC_001136.10;NC_001136.10	1450198;1450847	1450457;1450853	-;-	267	1.25285598846527	8.0926555842351	113.808652756047	1.68452854219805e-07	4.74461431106537e-06
3935	YLR023C	NC_001144.5	185498	187129	-	1632	-1.62688297766888	7.00545366459554	113.16928008425	1.7385216038935e-07	4.87220679491152e-06
956	YDL003W	NC_001136.10	444683	446383	+	1701	2.76935782068926	5.50561252628662	112.989502045984	1.76452128930164e-07	4.92046857041578e-06
991	YNCD0033W	NC_001136.10	506334	507774	+	1441	-1.75498420199042	5.41992100052625	112.494297509992	1.80594507233888e-07	5.01105055963339e-06
1995	YGL253W	NC_001139.9	23935	25395	+	1461	-2.01913033424916	7.57618479824484	112.232552179688	1.81982739134233e-07	5.02469582683435e-06
278	YBR054W	NC_001134.8	343101	344135	+	1035	-1.52103597772903	11.2004587722887	112.042258870217	1.83545797033181e-07	5.04301074691657e-06
5982	YPL229W	NC_001148.4	117067	117687	+	621	-1.59733513210137	5.87672799414856	111.629464624717	1.87664676649141e-07	5.10748108279787e-06
783	YDL184C	NC_001136.10	130407	130484	-	78	2.09157023594316	7.98634504178897	111.589068396396	1.87714737387397e-07	5.10748108279787e-06
2837	YHR183W	NC_001140.6	470960	472429	+	1470	-1.68778467645566	9.03131144591132	110.617826487936	1.96904132742003e-07	5.33163122714456e-06
6412	YPR191W	NC_001148.4	919381	920487	+	1107	1.82422908202649	10.4536565150693	110.293339621772	2.00086378844362e-07	5.3917507376089e-06
320	YBR088C	NC_001134.8	424990	425766	-	777	1.62134009862289	6.12895728602004	110.139751591907	2.01827674349574e-07	5.41265126664768e-06
5918	YOR390W	NC_001147.6	1076784	1077911	+	1128	-2.07388843179612	4.48826514925827	110.613652526719	2.04352422614071e-07	5.454263470247e-06
2467	YGR189C	NC_001139.9	876669	878192	-	1524	2.27418072808648	7.15769312798303	109.352820577917	2.09801158925062e-07	5.56381199103498e-06
786	YDL181W	NC_001136.10	135179	135436	+	258	1.46241768735254	8.67546526897627	109.282221204327	2.10442130615418e-07	5.56381199103498e-06
5187	YNL070W	NC_001146.8	493366	493548	+	183	1.61560063501648	6.95882072571661	109.149871727704	2.1194424503019e-07	5.56909510623665e-06
4054	YLR142W	NC_001144.5	425186	426616	+	1431	-1.40464489719934	10.9742902946188	109.07588657682	2.1262914410966e-07	5.56909510623665e-06
3674	YKL060C	NC_001143.9	326408	327487	-	1080	-1.73416513111773	12.6682842650828	108.461735027603	2.19303131141293e-07	5.71718162812533e-06
965	YDR006C	NC_001136.10	458542	461247	-	2706	-1.09871420693998	7.40012084644877	108.297417734044	2.21171676645892e-07	5.73920022037141e-06
5574	YOR045W	NC_001147.6	413852	414037	+	186	1.55399272466421	7.69806524784778	107.844170655195	2.26296262098757e-07	5.79350315996521e-06
2988	YIL074C	NC_001141.2	221081	222490	-	1410	1.3657013727245	6.95867997180388	107.795419020615	2.26898123193248e-07	5.79350315996521e-06
1144	YDR174W	NC_001136.10	812110	812850	+	741	1.65009417266954	7.74581457148516	107.7563371899	2.27315317362954e-07	5.79350315996521e-06
995	YDR034C-D	NC_001136.10	514043	519356	-	5314	-1.64211618590189	5.63062537450689	107.791614598338	2.27398875145825e-07	5.79350315996521e-06
1059	YDR090C	NC_001136.10	625066	625998	-	933	-1.7387718513375	5.91994818318968	107.278029233003	2.33479383936429e-07	5.92150202246011e-06
5183	YNL074C	NC_001146.8	486766	488124	-	1359	-1.39256268638344	7.25466716274331	107.043844431011	2.3573482027074e-07	5.95177327755629e-06
3254	YJL079C	NC_001142.9	289875	290774	-	900	-1.64082851678086	8.05491215873557	106.559057849464	2.41618682633461e-07	6.07297182134774e-06
2117	YGL131C	NC_001139.9	261648	265859	-	4212	-1.1973690565517	6.76702008012694	106.186478325218	2.46374953683491e-07	6.16487328301772e-06
4425	YML128C	NC_001145.3	15135	16676	-	1542	-1.25477089916019	8.65750173153465	105.52708810884	2.54781584932147e-07	6.33609829745533e-06
5083	YNL176C	NC_001146.8	305070	306980	-	1911	-1.35573014288136	7.31858091022914	105.480370080623	2.55478718148957e-07	6.33609829745533e-06
5115	YNL142W	NC_001146.8	357453	358952	+	1500	-2.28052293710335	10.2208891405387	105.338940608535	2.57265291347052e-07	6.35229937445033e-06
2408	YGR142W	NC_001139.9	772454	773686	+	1233	5.07521453285171	11.0681077142732	105.008298682618	2.61753914535569e-07	6.43478373233274e-06
4401	YLR447C	NC_001144.5	1026856	1027893	-	1038	-1.43953346926334	8.43849471629581	104.884709837994	2.6342069446496e-07	6.44566763837819e-06
386	YBR158W	NC_001134.8	556549	558198	+	1650	2.42276077308545	5.28726161795159	104.881034228394	2.64937173605977e-07	6.44566763837819e-06
4561	YML002W	NC_001145.3	264541	266754	+	2214	-1.57953784501445	5.86817511161254	104.751511996434	2.65646605613802e-07	6.44566763837819e-06
6258	YPR043W	NC_001148.4;NC_001148.4	654166;654571	654167;654847	+;+	279	1.29312275959642	8.55518148131059	104.526734437485	2.68361501170168e-07	6.48347506059823e-06
902	YDL059C	NC_001136.10	344237	344953	-	717	2.41178229750577	6.76084513360905	104.179565517514	2.73682068863612e-07	6.5537123398772e-06
2188	YGL062W	NC_001139.9	385196	388732	+	3537	1.42509463603388	9.15551127298002	104.077616960483	2.74734682650356e-07	6.5537123398772e-06
6257	YPR042C	NC_001148.4	650435	653662	-	3228	-1.19609788434866	6.99074492241674	104.080915046089	2.74776520940436e-07	6.5537123398772e-06
88	YAR027W	NC_001133.9	183770	184477	+	708	4.22613166661606	4.55571551982133	100.855812218478	2.79475462653086e-07	6.6375422380108e-06
1674	YER053C	NC_001137.3	258737	259639	-	903	1.9435279410834	11.6692764665199	103.177182103936	2.8805337357188e-07	6.81240151422104e-06
3832	YKR093W	NC_001143.9	615730	617535	+	1806	-1.57855345409202	8.9430687886563	102.442574604575	2.99499333677381e-07	7.05333514815848e-06
4871	YMR272C	NC_001145.3	809623	810777	-	1155	-1.28220792948373	8.22791694319337	102.344883145339	3.01068652156659e-07	7.0606267587367e-06
6209	YPL002C	NC_001148.4	553627	554328	-	702	-2.08613205788698	5.86217716099082	102.292576104502	3.02797872997577e-07	7.07159199229757e-06
4748	YMR162C	NC_001145.3	578951	583921	-	4971	-1.28689287199801	6.93225458275295	102.164043692065	3.0408696055205e-07	7.07222993317113e-06
5960	YPL250C	NC_001148.4	74309	74719	-	411	2.05505500490669	6.19881405498069	102.007938223578	3.06876784285334e-07	7.10762138809627e-06
2469	YGR191W	NC_001139.9	880420	882231	+	1812	-1.23686819527812	6.57808027534838	101.864257798581	3.09021514157737e-07	7.12784192121036e-06
4784	YMR194W	NC_001145.3;NC_001145.3	651145;651624	651160;651910	+;+	303	1.508512984018	6.87489353724891	101.662142672204	3.12331205939568e-07	7.14274872381248e-06
3481	YJR135W-A	NC_001142.9	676971	677234	+	264	1.41288209159465	6.15030093028202	101.647723453268	3.12704985698345e-07	7.14274872381248e-06
6120	YPL092W	NC_001148.4	373793	375169	+	1377	1.59791586676102	8.32168197661403	101.587609848065	3.13490844970182e-07	7.14274872381248e-06
1536	YEL063C	NC_001137.3	31694	33466	-	1773	-1.49638157179856	9.10717655877719	101.34086271056	3.17625541238856e-07	7.2076565127279e-06
423	YBR196C	NC_001134.8	612236	613900	-	1665	-1.4746348822787	9.78999886527543	101.203235605943	3.19979075219849e-07	7.23178514760989e-06
4473	YML081C-A	NC_001145.3	103983	104162	-	180	1.83943585939436	9.69951898865324	100.767682962071	3.27568732715547e-07	7.37358532879776e-06
2936	YIL123W	NC_001141.2	128151	129581	+	1431	2.00279429502604	5.79063367636357	100.557894782888	3.31998418504763e-07	7.44340454287679e-06
5378	YOL136C	NC_001147.6	67561	68754	-	1194	-1.95728994654969	7.03905885751714	100.34835140885	3.35314121342612e-07	7.48779143476231e-06
276	YBR052C	NC_001134.8	338720	339352	-	633	1.64515085261719	8.047437304389	100.18804827571	3.38040839429792e-07	7.51872581350787e-06
6337	YPR124W	NC_001148.4	786208	787428	+	1221	-1.57909568627752	7.09743906446702	100.092473695858	3.39877334141282e-07	7.52969350933551e-06
3323	YJL016W	NC_001142.9	405588	407273	+	1686	-1.21459897559796	7.69672832622034	99.8847863436509	3.43655013249149e-07	7.5834108238641e-06
2861	YHR205W	NC_001140.6	509363	511837	+	2475	-1.53220799389094	7.90070661809823	99.7007328012948	3.47110181176954e-07	7.60894982837011e-06
4135	YLR190W	NC_001144.5	535214	536689	+	1476	1.45856997566317	6.51121267985719	99.6894775806877	3.47527414105753e-07	7.60894982837011e-06
2410	YGR143W	NC_001139.9	775193	777508	+	2316	-1.41793496973886	7.65965671931284	99.5164974970339	3.50625410108875e-07	7.64690826326944e-06
2680	YHR043C	NC_001140.6	192805	193545	-	741	2.00382170876935	7.00369383219534	99.1891525203852	3.57060143722296e-07	7.71283907148671e-06
4047	YLR134W	NC_001144.5	410723	412414	+	1692	-1.79748523155136	8.67165461941658	99.1478499906041	3.57730741258697e-07	7.71283907148671e-06
6046	YPL165C	NC_001148.4	237956	239077	-	1122	-1.34216692916853	5.78427784373292	99.170361222304	3.57776656304468e-07	7.71283907148671e-06
1378	YDR391C	NC_001136.10	1257358	1258056	-	699	-1.77962557903888	5.10558452181011	99.1340363833362	3.5949472931608e-07	7.71295141815919e-06
2506	YGR225W	NC_001139.9;NC_001139.9	945145;946421	946327;947019	+;+	1782	-2.02420489678544	4.43215064184643	99.4002854506664	3.6053403596034e-07	7.71295141815919e-06
1800	YER158C	NC_001137.3	488857	490578	-	1722	-1.13487438935411	7.91628978956364	98.8177767250695	3.64261139813691e-07	7.76305585040204e-06
4273	YLR327C	NC_001144.5	783127	783387	-	261	5.08179242589371	10.1078471835699	98.6646021078207	3.67473157462859e-07	7.80184487719441e-06
1956	YFR032C-A	NC_001138.5	223258	223437	-	180	1.76029835865034	8.08217888949853	98.3406522404341	3.73947373823713e-07	7.90707038890853e-06
1490	YDR512C	NC_001136.10	1470500	1471063	-	564	1.46936834364865	6.25415226324544	98.2896807853182	3.75250798117693e-07	7.90707038890853e-06
2042	YGL205W	NC_001139.9	108158	110404	+	2247	-2.12016313081819	5.79399505182747	98.0109226761877	3.81680709663264e-07	8.01243587139549e-06
2453	YGR175C	NC_001139.9	846933	848423	-	1491	-2.23440554228505	8.90289150727169	97.5895278049313	3.89807692477079e-07	8.15250789676875e-06
3432	YJR092W	NC_001142.9	598735	603078	+	4344	1.63829562433951	5.10890757518066	97.4687367861226	3.93754619371313e-07	8.20444104675171e-06
1528	YEL071W	NC_001137.3	16355	17845	+	1491	-4.19953218618522	7.67955472362609	133.265455038937	3.9523060379375e-07	8.20469457134804e-06
4739	YMR155W	NC_001145.3	568551	570194	+	1644	-1.56514276278083	6.41889473171801	97.2738481342939	3.97021571861509e-07	8.2114609235563e-06
990	YDR032C	NC_001136.10	504099	504695	-	597	1.38458917270705	8.10544494199139	97.1718695754247	3.98966384742158e-07	8.22134774441102e-06
4593	YMR021C	NC_001145.3	317165	318418	-	1254	-1.23879614799895	5.85156209862213	97.0474309190274	4.0256247198831e-07	8.26506467214094e-06
5223	YNL037C	NC_001146.8	557920	559002	-	1083	1.46478047948411	9.63376449254437	96.7740116913143	4.07887140748624e-07	8.34382271494905e-06
1813	YER169W	NC_001137.3	523369	525759	+	2391	-1.13083850753049	7.45895807976927	96.5633541078758	4.12812080736413e-07	8.41386077282762e-06
2709	YHR067W	NC_001140.6	230970	231812	+	843	-2.21250060228454	4.64931859303202	96.440136641112	4.24977613826429e-07	8.63043306339541e-06
4552	YML009C	NC_001145.3	251304	251516	-	213	1.99422392880139	7.21615491784329	95.844408649658	4.29928952198721e-07	8.69946489918352e-06
5147	YNL111C	NC_001146.8	416940	417302	-	363	-1.90335197995795	5.81329603644513	95.2427245527175	4.46384823660673e-07	8.99995300941752e-06
3171	YJL159W	NC_001142.9	120449	121690	+	1242	2.33609638957276	8.87872143269051	94.4929498395247	4.64057653951321e-07	9.322735306083e-06
6176	YPL037C	NC_001148.4	481428	481901	-	474	1.21616511715015	7.47899668326163	94.2611615353442	4.70285230578706e-07	9.41410256212018e-06
4776	YMR186W	NC_001145.3	632355	634472	+	2118	1.74468706396013	11.232440430454	94.083242226532	4.7502598633488e-07	9.45837719105196e-06
6205	YPL006W	NC_001148.4	544631	548143	+	3513	-1.84965032025232	7.59317490217382	93.9569777403152	4.78600840377996e-07	9.45837719105196e-06
4004	YLR092W	NC_001144.5	323544	326225	+	2682	1.78371839099316	8.12736759225488	93.9380599404294	4.79184104124527e-07	9.45837719105196e-06
228	YBR009C	NC_001134.8	255373	255684	-	312	1.62407570128104	8.93251571489116	93.9213531954605	4.79463794259542e-07	9.45837719105196e-06
2634	YHR005C-A	NC_001140.6	115620	115901	-	282	1.82216160824995	7.680068434029	93.8709684867411	4.8093443344332e-07	9.45837719105196e-06
2537	YGR256W	NC_001139.9	1004624	1006102	+	1479	-1.56981833704026	7.95117933744536	93.6350112840536	4.87513857426365e-07	9.54002671174444e-06
4267	YLR320W	NC_001144.5	771940	776304	+	4365	-1.29411436334114	6.42187287556769	93.6083844784922	4.88490216997441e-07	9.54002671174444e-06
638	YCR024C-B	NC_001135.5	162599	162865	-	267	-1.31823317248576	9.45233912391408	93.2420014685586	4.98604985436146e-07	9.70375327558888e-06
2608	YHL016C	NC_001140.6	72037	74244	-	2208	-1.35658882499705	7.23100833269188	92.8515892726218	5.10260680032531e-07	9.89623222000808e-06
1489	YDR511W	NC_001136.10	1470017	1470418	+	402	1.63035507966784	6.21874544920653	92.7807353284685	5.1256121889561e-07	9.90657114451688e-06
3287	YJL048C	NC_001142.9	347447	348637	-	1191	-1.74970929304469	7.16738851578098	92.2938280676045	5.27068784242075e-07	1.01519606037004e-05
6159	YPL054W	NC_001148.4	455759	456664	+	906	-1.33343370367657	6.007563391563	92.1830976987356	5.30866500517885e-07	1.01900915595984e-05
3967	YLR053C	NC_001144.5	248100	248426	-	327	-1.70412674384879	6.1802971907091	91.9257118009075	5.38935400016785e-07	1.03096686590242e-05
1509	YDR529C	NC_001136.10	1496165	1496548	-	384	2.09560416930045	10.832799025332	91.7277451433939	5.44572501776401e-07	1.03820709947508e-05
2858	YHR202W	NC_001140.6	502388	504196	+	1809	-1.73927642953963	6.19503824157057	91.6360075416016	5.48163927674201e-07	1.04151146258098e-05
1470	YDR492W	NC_001136.10	1434924	1435874	+	951	-1.42169484067568	7.7794601218817	91.543127630429	5.50623956027494e-07	1.04265110592368e-05
3456	YJR112W	NC_001142.9	637030	637635	+	606	2.45161777295213	5.04448371526993	91.3058303711242	5.63596173700522e-07	1.06319474655015e-05
3566	YKL165C	NC_001143.9	137932	140691	-	2760	1.67698576346739	6.62902679787175	91.1080077161769	5.65266787639508e-07	1.06319474655015e-05
2723	YHR079C	NC_001140.6	258244	261591	-	3348	-1.26223163341304	6.46605239427328	90.6275351868537	5.81434133315104e-07	1.08994592549537e-05
5892	YOR363C	NC_001147.6	1020222	1023212	-	2991	-1.53670821091422	5.59673649589325	90.2155577181122	5.966634567803e-07	1.11476622508453e-05
3375	YJR036C	NC_001142.9	500713	503391	-	2679	-1.72377003659622	5.16104539942641	89.7333931333083	6.15452553724496e-07	1.14605035336405e-05
3143	YJL190C	NC_001142.9	74910	75302	-	393	1.74843288485069	7.09830766685618	89.2501403862934	6.31131080863252e-07	1.16842363523693e-05
438	YBR208C	NC_001134.8	636703	642210	-	5508	-2.21890997444811	9.14818041678362	89.2315959413013	6.31655229974687e-07	1.16842363523693e-05
3583	YKL148C	NC_001143.9	169207	171129	-	1923	1.43468040024542	9.64653425099773	89.1645507330606	6.34150624816303e-07	1.16842363523693e-05
1215	YDR243C	NC_001136.10	948518	950284	-	1767	-1.26550749576091	5.51886280424837	89.1263184080451	6.36677954741461e-07	1.16842363523693e-05
2392	YGR124W	NC_001139.9	739944	741662	+	1719	1.44742197318055	7.2566329975572	89.05981213388	6.3833534391557e-07	1.16842363523693e-05
2891	YIL166C	NC_001141.2	30938	32566	-	1629	-1.57583265488352	5.72547310734269	89.0491717228487	6.39975122243955e-07	1.16842363523693e-05
4199	YLR256W	NC_001144.5	646415	650923	+	4509	-1.22206076539021	8.18517988703527	88.9517666223534	6.42355431032887e-07	1.16896175030498e-05
4239	YLR293C	NC_001144.5	720771	721430	-	660	1.31425774897838	6.73459094079994	88.885261397142	6.45193015688288e-07	1.17032584237309e-05
5363	YOL152W	NC_001147.6	40748	42610	+	1863	-1.87529346561153	5.72494715597687	88.4845666056012	6.62062651385777e-07	1.19705198742493e-05
1257	YDR281C	NC_001136.10	1022007	1022321	-	315	-2.23609979889386	3.66476395898454	89.1200412864648	6.78819450551507e-07	1.22340290043125e-05
4259	YLR312C	NC_001144.5	757637	758833	-	1197	-1.04305697684349	7.41980036340062	87.8507750962234	6.86815921266227e-07	1.23384719189013e-05
5264	YNR001C	NC_001146.8	629622	631061	-	1440	1.38959282184372	10.4011379455163	87.7750889452782	6.8984829784701e-07	1.23533537042572e-05
2833	YHR180W	NC_001140.6	465178	465669	+	492	-4.57632294049119	4.54620322823859	118.118461573453	6.96987996523643e-07	1.23686028133382e-05
641	YCR026C	NC_001135.5	164111	166339	-	2229	-1.60495347501855	5.90116287267585	87.5915814299911	6.9881670348331e-07	1.23686028133382e-05
4504	YML054C	NC_001145.3	165533	167308	-	1776	-1.32222064213944	8.56168971321254	87.5285594001065	7.00340899711305e-07	1.23686028133382e-05
1886	YFL021W	NC_001138.5	95966	97498	+	1533	-1.39096930514566	7.34386107071599	87.5224519670815	7.00738594369978e-07	1.23686028133382e-05
2747	YHR102W	NC_001140.6	316572	319814	+	3243	-1.11163533345712	7.0458060940411	87.500202491123	7.017333977951e-07	1.23686028133382e-05
1526	YEL073C	NC_001137.3	7230	7553	-	324	-4.11777880314692	3.80559825242987	117.653353641082	7.11798992701981e-07	1.24489404446813e-05
4120	YLR174W	NC_001144.5	504591	505829	+	1239	2.26852687600225	7.5624074639482	87.2503049127884	7.12581100930476e-07	1.24489404446813e-05
5839	YOR310C	NC_001147.6	896825	898360	-	1536	1.48821601912383	6.39320586586923	87.2465581272528	7.12954483986207e-07	1.24489404446813e-05
468	YBR235W	NC_001134.8	686901	690263	+	3363	-1.47834255884149	7.74636139267648	87.0287324122605	7.22211989680439e-07	1.2571422988071e-05
3231	YJL102W	NC_001142.9	231301	233760	+	2460	1.14682169287713	7.64521770575066	86.906148531265	7.27676221043256e-07	1.262732265928e-05
3120	YJL216C	NC_001142.9	24341	26086	-	1746	-1.78657085228229	4.9108701739031	87.2016915327053	7.34960279806566e-07	1.27143591614685e-05
184	YBL030C	NC_001134.8	163041	163997	-	957	1.22087521661237	8.89106390989703	86.3985874798315	7.50735649390974e-07	1.29473025071889e-05
6040	YPL171C	NC_001148.4	226169	227371	-	1203	1.97670057512631	8.79363404137216	86.1629095620675	7.61838147330164e-07	1.30984748950478e-05
3750	YKR013W	NC_001143.9	463959	464948	+	990	2.06876006174453	6.6101891621841	86.1091587065664	7.64873401883796e-07	1.31104447020143e-05
1692	YER067W	NC_001137.3	292066	292551	+	486	2.41542575099593	10.4905516086443	85.9416201386986	7.72316835512868e-07	1.31976703141757e-05
3022	YIL040W	NC_001141.2	277723	278139	+	417	1.70725771335956	5.73629843237597	85.8531290579385	7.77737525639888e-07	1.32308470010851e-05
3138	YJL196C	NC_001142.9	67850	68782	-	933	-1.75527444222869	7.5288073566104	85.8089787616098	7.7897939524676e-07	1.32308470010851e-05
2990	YIL072W	NC_001141.2	226602	228419	+	1818	-2.21644562393561	4.77873043165373	85.81154388181	7.87073255974304e-07	1.33279323254863e-05
3749	YKR011C	NC_001143.9	461635	462696	-	1062	1.91929585872326	7.9438126539675	85.4740684289247	7.95385527758167e-07	1.34281201297727e-05
3438	YJR096W	NC_001142.9	611195	612043	+	849	-1.14633140194315	9.32914398321249	84.8941161703412	8.24576830177795e-07	1.38791385379776e-05
1890	YFL018C	NC_001138.5	101628	103127	-	1500	1.17428779102829	9.0351204638107	84.790728994767	8.29955723093962e-07	1.39278497842565e-05
5589	YOR062C	NC_001147.6	442725	443531	-	807	-1.49062900243074	5.17004893328033	84.4573233140412	8.50033145126177e-07	1.4222196353529e-05
3912	YLR001C	NC_001144.5	151389	153977	-	2589	-1.05959163841868	7.20091833867314	84.1353711272352	8.65221478127026e-07	1.44332332883987e-05
1761	YER131W	NC_001137.3	423952	424311	+	360	1.71887189996868	7.94063294729573	83.9708157910211	8.74169914670312e-07	1.45301830003018e-05
2789	YHR140W	NC_001140.6	380572	381291	+	720	-1.308576978285	6.04929646526763	83.9558372585592	8.76217993595361e-07	1.45301830003018e-05
2912	YIL146C	NC_001141.2	74184	75773	-	1590	-1.23202706226807	6.54338312747706	83.8664509099538	8.80360587266947e-07	1.45558144295907e-05
2405	YGR138C	NC_001139.9	763762	765606	-	1845	-1.26282588051035	7.35463615600963	83.7239401618932	8.88090378512105e-07	1.46404310928246e-05
4377	YLR422W	NC_001144.5	965897	971695	+	5799	-1.23821598710402	7.70611722300697	83.3705641687599	9.08246798272552e-07	1.492880734404e-05
2271	YGR019W	NC_001139.9	525229	526644	+	1416	-1.24354042545186	6.47839931160421	83.2457163562673	9.16075978018118e-07	1.49863930974212e-05
3758	YKR021W	NC_001143.9	479234	481981	+	2748	-1.38348702828214	6.69892373723813	83.224580145166	9.17097739949237e-07	1.49863930974212e-05
417	YBR189W	NC_001134.8;NC_001134.8	604508;604928	604514;605508	+;+	588	1.31251618726601	8.17196760695081	83.0721261681454	9.2571152496268e-07	1.50831776087669e-05
5383	YOL130W	NC_001147.6	74400	76979	+	2580	-1.58557566584182	6.30272097716574	82.9437671961503	9.34155074819196e-07	1.51766353459756e-05
1454	YDR475C	NC_001136.10	1407464	1410094	-	2631	-1.19846988501148	6.66412647389305	82.622781657312	9.53122287789375e-07	1.54400301244493e-05
4549	YML012W	NC_001145.3	246116	246751	+	636	1.21455823692414	7.63522115710582	82.5199669927182	9.59179398849634e-07	1.5459104283819e-05
2102	YGL147C	NC_001139.9	227754	228329	-	576	1.47612215519655	5.88311900541657	82.523484706777	9.5981593055647e-07	1.5459104283819e-05
2867	YHR211W	NC_001140.6	525392	528619	+	3228	-1.98988110468895	4.89336728754714	82.3319811292139	9.77420917465287e-07	1.5627508977448e-05
1486	YDR507C	NC_001136.10	1462358	1465786	-	3429	1.54859737205161	6.82221644611922	82.2184121344096	9.78298567042012e-07	1.5627508977448e-05
6336	YPR122W	NC_001148.4	782045	785671	+	3627	-1.48650874155326	5.67863011434615	82.2358444547152	9.78636155411997e-07	1.5627508977448e-05
5863	YOR337W	NC_001147.6	954344	956623	+	2280	-1.67665274130701	6.71670332825194	81.7380660810802	1.00934589427388e-06	1.60318489421905e-05
3899	YLL012W	NC_001144.5	125534	127255	+	1722	-1.44809089115141	5.68163250808654	81.7125335889128	1.01236019718369e-06	1.60318489421905e-05
4631	YMR053C	NC_001145.3	380346	382898	-	2553	-1.10323954812141	5.87735504464143	81.6969183259008	1.01253782792782e-06	1.60318489421905e-05
1754	YER124C	NC_001137.3	407342	409063	-	1722	1.40449822468366	6.92993430460305	81.4427911860075	1.02873843607307e-06	1.62424758709565e-05
1502	YDR524W-C	NC_001136.10	1489403	1489492	+	90	1.78609358428018	10.1494010704803	81.2010724072632	1.04477364641991e-06	1.64493154162461e-05
5995	YPL216W	NC_001148.4	143821	147129	+	3309	-1.39027654446368	5.75448873184632	81.1208777650961	1.05192286200096e-06	1.64805680294206e-05
109	YBL105C	NC_001134.8	14241	17696	-	3456	-1.06135814337284	7.06825034170093	81.0904908409805	1.05263931392196e-06	1.64805680294206e-05
1622	YER010C	NC_001137.3	172634	173338	-	705	-1.33527805247322	5.9486550026198	80.8696773909709	1.06875094441845e-06	1.66862090347226e-05
2637	YHR007C	NC_001140.6	120091	121683	-	1593	-1.67955521522874	9.24765815028045	80.7940758608094	1.07306436444904e-06	1.67070160076024e-05
1981	YFR055W	NC_001138.5	264204	265226	+	1023	-2.49443589045492	5.87855810521924	80.8477342970832	1.07822965034774e-06	1.67409340448727e-05
3756	YKR019C	NC_001143.9	476216	478063	-	1848	-1.45101668398586	4.70836050206662	80.688641984853	1.08626087922485e-06	1.68190393040201e-05
1414	YDR432W	NC_001136.10	1328783	1330027	+	1245	1.55899202862373	7.87396673787271	80.5087095448834	1.09360010993826e-06	1.6886029245741e-05
2715	YHR072W	NC_001140.6	239098	241293	+	2196	-1.29202851833609	6.1118355106471	80.1781496054009	1.11864393032982e-06	1.72252726085127e-05
2538	YGR257C	NC_001139.9	1006205	1007305	-	1101	-1.12946049554056	6.19254442063515	79.8167753979051	1.1455072191929e-06	1.75905971604827e-05
4905	YMR304W	NC_001145.3	874987	878679	+	3693	-0.963791708390411	8.34010138305723	79.7496723241412	1.14965045444953e-06	1.76059857846711e-05
3657	YKL073W	NC_001143.9	296430	299075	+	2646	1.59859736283988	7.91551024796357	79.657501569767	1.15678253117443e-06	1.76669375673914e-05
3205	YJL127C	NC_001142.9	182298	184220	-	1923	-1.28097952205215	5.21368504265226	79.5525768924165	1.16796901330871e-06	1.77893106510743e-05
1402	YDR419W	NC_001136.10	1303174	1305072	+	1899	-1.30771201199348	5.46671547078035	79.4732112892522	1.17326685857318e-06	1.78215738273785e-05
964	YDR005C	NC_001136.10;NC_001136.10	456836;458098	458017;458103	-;-	1188	-1.21195739834245	6.41554146345435	79.2569959544996	1.18871354551618e-06	1.79275663080881e-05
4010	YLR098C	NC_001144.5	337527	339473	-	1947	-1.70315670011266	5.13752794263285	79.3217780615168	1.18878860046188e-06	1.79275663080881e-05
70	YAL002W	NC_001133.9	143707	147531	+	3825	-1.23267448149308	5.84775707706121	79.2373866492783	1.19075081871912e-06	1.79275663080881e-05
3101	YIR031C	NC_001141.2	413015	414679	-	1665	-1.62972845336042	6.95095658800024	79.2068429277413	1.19303875698784e-06	1.79275663080881e-05
1856	YFL050C	NC_001138.5	33272	35848	-	2577	-1.31429132620032	6.41858660272508	79.1160975563736	1.20057861341848e-06	1.79926286850551e-05
490	YBR256C	NC_001134.8	727386	728102	-	717	1.59789378224411	7.74620062842016	79.0144016116001	1.20753397140029e-06	1.80213718144349e-05
